Name,Genre,ESRB_Rating,Platform,Critic_Score
Conflict: Global Terror,Shooter,M,XB,8.1
Minority Report: Everybody Runs,Action,T,GC,1.7
Scribblenauts Unmasked: A DC Comics Adventure,Puzzle,E10,WiiU,2.8
The Ant Bully,Platform,E10,PS2,1.7
Steins;Gate,Adventure,M,PSV,7.4
Monster Rancher EVO,Role-Playing,E10,PS2,7.6
Assassin's Creed: Rogue,Action,M,PC,1.9
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,Role-Playing,M,X360,9.4
Deca Sports DS,Sports,E,DS,7.6
X-Men: Destiny,Action,T,Wii,3.3
KORG DS-10 Synthesizer Plus,Misc,E,DS,5
Guitar Hero: Van Halen,Misc,T,PS2,4.9
Olympic Summer Games: Atlanta 1996,Sports,E,PS,3.7
Igor: The Game,Adventure,E,Wii,5.1
The Destiny of Zorro,Action,E,Wii,4.3
Disney's The Haunted Mansion,Platform,T,GC,2.4
Draglade,Fighting,E10,DS,7.6
The Smurfs 2,Platform,E,Wii,8.7
Darius Gaiden,Shooter,E,SAT,1
Beach Spikers: Virtua Beach Volleyball,Sports,E,GC,7.1
Scribblenauts Unmasked: A DC Comics Adventure,Puzzle,E10,3DS,1.2
My Healthy Cooking Coach,Simulation,E,DS,6.7
You Don't Know Jack: Mock 2,Misc,T,PS,5.5
3D Tank Warfare Simulator Panzer Front,Simulation,T,PS,2.4
Leisure Suit Larry: Box Office Bust,Adventure,M,PS3,3.2
Jade Cocoon 2,Role-Playing,T,PS2,5.1
Harry Potter and the Deathly Hallows - Part 1,Action,T,PC,5.2
Final Fantasy XIV Online Complete Edition,MMO,T,PS4,4.7
Puyo Puyo Tetris,Puzzle,E,PS4,9.6
Myst,Adventure,E,DS,4.6
Van Helsing,Action,T,GBA,7.2
Bee Movie Game,Action,E,PS2,9
Just Dance 2019,Music,E,WiiU,7.5
Rugby 15,Sports,E,PS3,1.6
Sudoku Mania,Puzzle,E,DS,1.4
USA Today Puzzle Craze,Puzzle,E,DS,8.9
Kelly Slater's Pro Surfer,Sports,E,XB,4.5
SVC Chaos: SNK vs. Capcom,Fighting,T,XB,5.9
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,T,PS3,6.9
NAtURAL DOCtRINE,Role-Playing,M,PS4,5.7
NFL Tour,Sports,E,X360,1.1
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Platform,E10,PS2,5.1
Sudden Strike 4,Strategy,T,PS4,7.5
Vanishing Point,Racing,E,PS,1.3
The History Channel: Civil War - Secret Missions,Shooter,T,PS3,5.1
Dragonseeds,Action,T,PS,8.2
The Bard's Tale,Role-Playing,T,XB,4.6
Dora & Kai-Lan's Pet Shelter,Strategy,E,DS,1.2
Blackguards 2,Strategy,M,PC,2.2
Attack of the Movies 3D,Shooter,T,Wii,9
Alien Hominid,Shooter,T,PS2,4
Bullet Witch,Shooter,M,X360,6.6
The Technomancer,Role-Playing,M,PC,6.8
Aidyn Chronicles: The First Mage,Role-Playing,T,N64,6
Ankh,Adventure,T,PC,8.5
Disney's Donald Duck: Goin' Quackers,Platform,E,N64,6.7
Europa 1400: The Guild,Simulation,T,PC,4.9
Flying Dragon,Fighting,T,N64,3.9
GT64 Championship Edition,Racing,E,N64,5.2
Indy Racing 2000,Racing,E,N64,8.6
International Superstar Soccer 64 (weekly JP sales),Sports,E,N64,7.2
Jeopardy!,Misc,E,N64,4.8
Lode Runner 3-D,Action,E,N64,7
Milo's Astro Lanes,Sports,E,N64,4.5
Virtual Pool 64,Sports,E,N64,4.8
Gekido,Fighting,T,PS,5.2
World Series of Poker 2008: Battle for the Bracelets,Misc,T,PS3,5.3
Michael Jackson The Experience HD,Misc,E10,PSV,7.1
Monkey Mischief! Party Time,Misc,E10,Wii,3.3
Nascar Unleashed,Racing,E,PS3,2.3
Accel World vs. Sword Art Online: Millennium Twilight,Action,T,PS4,9.1
Spider-Man: Web of Shadows,Action,E10,DS,7.9
nail'd,Racing,E10,X360,2.6
Disney's The Jungle Book,Platform,E,GBA,5
Rolling Stone: Drum King,Misc,E10,Wii,4.9
Little League World Series Baseball 2010,Sports,E,X360,3.9
Angry Birds: Star Wars,Puzzle,E,WiiU,6.4
Army Men World War: Team Assault,Action,T,PS,9.4
Murdered: Soul Suspect,Action-Adventure,M,X360,4.1
Tom Clancy's Splinter Cell,Shooter,T,GBA,5.1
Wolfenstein The Two Pack,Shooter,M,PS4,5.9
TrackMania Turbo,Racing,E,XOne,5
Marvel vs. Capcom: Clash of Super Heroes,Fighting,T,DC,8.5
NBA Ballers: Rebound,Sports,E,PSP,7.3
King's Field: The Ancient City,Role-Playing,T,PS2,6.9
LEGO Rock Raiders,Strategy,E,PS,1.4
Silent Scope Complete,Shooter,M,XB,9.1
Ghost in the Shell,Simulation,T,PS,9.1
Tom Clancy's HAWX 2,Action,T,Wii,2
Evil Dead: Fistfull of Boomstick,Action,M,XB,2
Nicktoons MLB,Sports,E,DS,5.5
Tom Clancy's Classic Trilogy,Shooter,M,XB,1.2
Harvest Moon DS Cute (jp sales),Simulation,E,DS,7.5
Bleach: Dark Souls (JP sales),Fighting,T,DS,6.8
Indigo Prophecy,Adventure,M,XB,9.3
Over the Hedge,Platform,E10,XB,6.6
SCORE International Baja 1000: The Official Game,Racing,E,Wii,3.8
Sneakers,Puzzle,E,XB,7.5
NHL 2K6,Sports,E10,X360,7.3
Thor: God of Thunder,Action,T,3DS,6
Guilty Gear Xrd REV 2,Fighting,T,PS4,1.4
Contact,Role-Playing,E10,DS,7.2
Micro Machines V3,Racing,E,PS,8.7
Dragon Ball: Evolution,Fighting,T,PSP,3.4
College Hoops 2K6,Sports,E,XB,8.3
Warhammer 40 000: Dawn of War II - Chaos Rising,Strategy,M,PC,8.6
Big League Sports,Sports,E,Wii,4.9
Cubic Ninja,Platform,E,3DS,5.5
Exhibition Volume 03,Misc,M,XB,1.4
Nancy Drew: The Model Mysteries,Puzzle,E10,DS,4.9
Harry Potter and the Deathly Hallows - Part 2,Action,E10,PC,4.3
Opoona,Role-Playing,E10,Wii,6.4
Predator: Concrete Jungle,Action,M,XB,3
May's Mystery: Forbidden Memories,Puzzle,E,DS,9.4
NatGeo Challenge! Wild Life,Misc,E,PS3,3.2
System Flaw,Shooter,E,DS,4.6
SpongeBob: HeroPants,Action-Adventure,E,X360,3.9
Rapala Pro Bass Fishing 2010,Sports,E,DS,6.5
Universal Studios Theme Parks Adventure,Misc,T,GC,5.1
Just Dance 2018,Music,E10,X360,7.8
Piglet's Big Game,Platform,E,PS2,7.7
Ben 10 Galactic Racing,Racing,E,X360,1.9
Mystery Stories: Curse of the Ancient Spirits,Adventure,E10,DS,9.6
MySims SkyHeroes,Action,E10,X360,8.1
Cate West: The Vanishing Files,Adventure,E10,DS,3.5
The BIGS 2,Sports,E10,PSP,6.8
Rocky: Legends,Sports,T,XB,2.8
NeverDead,Shooter,M,X360,6.4
Star Trek: Shattered Universe,Simulation,E,PS2,5.9
Who Wants to Be A Millionaire?,Misc,E10,X360,6.5
Fantasia: Music Evolved,Music,E10,X360,5.9
Pajama Sam: Don't Fear the Dark,Adventure,E,Wii,4.6
The Land Before Time: Great Valley Racing Adventure,Racing,E,PS,7.5
The Walking Dead: Season Two,Adventure,M,X360,4.4
King of Clubs: Mini Golf,Sports,E,Wii,1.8
Let's Sing 2016,Music,T,PS4,6.7
Disney Sing It! High School Musical 3: Senior Year,Misc,E,X360,1.6
The Smurfs 2,Platform,E,WiiU,2.7
MTX Mototrax,Racing,E,XB,9.9
Blast Chamber,Shooter,T,PS,6.3
Championship Pony,Simulation,E,DS,3
EyeToy: Operation Spy,Action,E,PS2,3.5
Petz Hamsterz Superstarz,Simulation,E,DS,7.4
Sega Genesis Classics,Misc,T,XOne,6.9
MotoGP 07,Racing,E,PS2,7.2
Escape Dead Island,Action,M,PS3,6
Bejeweled Twist,Puzzle,E,DS,7.4
Harvest Moon: Frantic Farming,Puzzle,E,DS,7
Resident Evil 4,Action-Adventure,M,PS4,7.3
The Secret Saturdays: Beasts of the 5th Sun,Action,E10,Wii,8.9
Resident Evil: Revelations 2,Action,M,X360,4
Star Wars: Lethal Alliance,Action,E10,DS,9.2
Dead or Alive 5 Last Round,Fighting,M,XOne,7.5
Tornado Outbreak,Action,E10,Wii,2.5
Blue Dragon: Awakened Shadow,Role-Playing,E10,DS,5.7
Happy Feet Two,Adventure,E,X360,5.3
iCarly 2: iJoin The Click!,Adventure,E,Wii,6.4
Reign of Fire,Shooter,M,XB,4.9
Pro Evolution Soccer 2017,Sports,E,XOne,1.1
Descent Maximum,Shooter,T,PS,1.4
Cartoon Network: Punch Time Explosion,Fighting,E10,3DS,5.6
Dead or Alive 5 Plus,Fighting,M,PSV,8
Pro Evolution Soccer 2013,Sports,E,Wii,2.7
Digimon World DS,Role-Playing,E10,DS,8.8
Dora's Cooking Club,Misc,E,DS,9.7
Shining Force EXA,Role-Playing,E10,PS2,8.6
Shadow Tower,Role-Playing,T,PS,5.7
Horse Life Adventures,Simulation,E,DS,9.6
Luminous Arc 2 (JP sales),Role-Playing,T,DS,3.8
Utawarerumono: Mask of Truth,Visual Novel,M,PSV,7.8
CSI: Hard Evidence,Adventure,M,X360,2.7
Watchmen: The End is Nigh Part 1 & 2,Action,M,X360,1.5
Resident Evil: Origins Collection,Action-Adventure,M,XOne,3
Ford Racing 3,Racing,E,DS,1.6
Persona Q2: New Cinema Labyrinth,Role-Playing,M,3DS,9.8
Ice Age 2: The Meltdown,Platform,E10,XB,6.8
Guilty Gear Isuka,Fighting,T,PS2,5.9
Shadow Master,Adventure,T,PS,4.5
Global Touring Challenge: Africa,Racing,E,PS2,6.7
Man vs. Wild,Adventure,T,X360,3.9
Sword Art Online: Fatal Bullet,Role-Playing,T,XOne,2.1
Classic NES Series: Excitebike,Racing,E,GBA,6.4
Young Justice: Legacy,Action,T,PS3,9
The Legend of Heroes: Trails in the Sky,Role-Playing,T,PSP,8.1
Shantae and the Pirate's Curse,Platform,E10,3DS,7.7
Heatseeker,Simulation,T,Wii,5.5
MotoGP 2,Racing,E,XB,1.7
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,Fighting,T,GBA,9.1
Emergency 2012,Simulation,T,PC,5.2
PAC-MAN and the Ghostly Adventures,Platform,E10,3DS,7.1
National Geographic Challenge!,Misc,E,Wii,5.5
Power Stone Collection,Action,T,PSP,7
Deracine,Adventure,T,PS4,9.6
Ninja Reflex,Action,E10,DS,1.7
Squinkies 2: Adventure Mall Surprize!,Platform,E,DS,5.5
Paws & Claws: Pet Vet,Simulation,E,Wii,2.9
Hyperdimension Idol Neptunia PP,Simulation,T,PSV,5.2
Ar tonelico: Melody of Elemia,Role-Playing,T,PS2,7
NASCAR,Racing,E,PSP,7.2
Darkest of Days,Shooter,M,X360,4.6
Castlevania Double Pack,Platform,T,GBA,9
Skylanders: Spyro's Adventure,Action,E10,PC,6.1
Ballistic: Ecks vs. Sever,Shooter,T,GBA,7.3
Blast Works: Build  Trade  Destroy,Shooter,E,Wii,8.2
Touch Detective,Adventure,E10,DS,6
Alvin and the Chipmunks: The Squeakquel,Misc,E,Wii,6.7
Steel Battalion,Simulation,T,XB,7.7
Battlefield V,Shooter,M,PC,1.3
Street Fighter Collection,Fighting,T,PS,3.7
Rio,Misc,E10,X360,9.1
Ultimate Marvel vs. Capcom 3,Fighting,T,PS3,7.8
SNK vs. Capcom Card Fighters DS,Strategy,T,DS,10
MX SuperFly featuring Ricky Carmichael,Racing,E,XB,6.5
Medal of Honor: Vanguard,Shooter,T,Wii,8.1
Yooka-Laylee,Platform,E10,XOne,1.7
Real Farm,Simulation,E,XOne,5
Supremacy MMA,Fighting,M,PSV,5
MindJack,Shooter,M,X360,4.5
Imagine: Reporter,Simulation,E,DS,9.8
Code Lyoko: Quest for Infinity,Action,E10,Wii,9.3
Minority Report: Everybody Runs,Action,T,XB,2.3
Slime Rancher,Simulation,E10,XOne,7.1
thinkSMART,Misc,E,DS,4.5
Disney Planes Fire & Rescue,Action,E,3DS,8.6
Lost Dimension,Role-Playing,T,PSV,1.4
Kung Fu Panda 2,Action,E10,PS3,8.6
Shox,Racing,E,PS2,5.5
Glory Days 2,Strategy,E10,DS,9.8
Nights of Azure 2,Action,T,PS4,1.9
The Technomancer,Role-Playing,M,PS4,3
Playboy: The Mansion,Simulation,M,XB,3.1
Disney's Aladdin in Nasira's Revenge,Action,E,PS,9.4
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure,E,GC,9.6
Summon Night 6: Lost Borders,Role-Playing,T,PSV,8.1
Family Party: 30 Great Games,Misc,E,Wii,6.8
Nickelodeon Kart Racers,Racing,E,XOne,6.1
Whacked!,Party,T,XB,5.8
Barnyard,Action,E10,PS2,6.2
Field & Stream: Total Outdoorsman Challenge,Sports,T,X360,4.7
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,T,X360,8.5
F.E.A.R. 2: Project Origin,Shooter,M,PC,8.2
Pac-Man World 3,Platform,E,GC,7.7
Galactic Taz Ball,Platform,E,DS,8.4
Rocky,Fighting,T,GC,7
Crash 'N' Burn,Racing,T,XB,3
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,Action,E10,DS,1.6
We Happy Few,Action-Adventure,M,XOne,6.3
Duke Nukem 3D: 20th Anniversary World Tour,Shooter,M,XOne,6.6
NFL Blitz 20-02,Sports,E,XB,5.6
Robots,Action,E,XB,2.7
Little League World Series Baseball 2008,Sports,E,Wii,6.9
Speed Kings,Racing,E,PS2,4.2
Populous DS,Strategy,E10,DS,7.6
Raven Squad: Operation Hidden Dagger,Shooter,T,X360,8.1
Winter Stars,Sports,E,X360,2.2
The Story of Noah's Ark,Action,E,DS,5.6
Populous: The Beginning,Strategy,T,PS,1.2
Dungeons,Strategy,M,PC,6.5
Chess,Strategy,E,PS,1.5
The Legend of Heroes: A Tear of Vermillion,Role-Playing,T,PSP,6.9
Rosco McQueen: Firefighter Extreme,Action,E,PS,6.6
Bladestorm: The Hundred Years' War,Action,T,X360,6.9
Arcania: Gothic 4,Role-Playing,T,X360,6.2
Forever Kingdom,Role-Playing,T,PS2,2.1
The Smurfs 2,Platform,E,PS3,7.2
Blitz: Overtime,Sports,M,PSP,3.4
Altered Beast: Guardian of the Realms,Action,T,GBA,6.5
Shining Tears,Role-Playing,T,PS2,2.9
MotoGP,Racing,E,XB,4.5
Scaler,Platform,E,PS2,2.4
Big League Sports: Summer,Sports,E,Wii,9.5
Gradius V,Shooter,T,PS2,4.4
X-COM: UFO Defense,Strategy,E,PS,3.3
Nights of Azure,Action,T,PS4,9.7
Championship Foosball,Sports,E,Wii,4.8
MLB SlugFest 20-04,Sports,E,XB,6.8
Wordmaster,Strategy,E,DS,9.6
Barbie and the Magic of Pegasus,Action,E,GBA,6.8
Rygar: The Battle of Argus,Action,T,Wii,2.5
Backyard Sports: Sandlot Sluggers,Sports,E,X360,7.6
Retro Game Challenge (US sales),Action,E,DS,3.6
Atari Classics Evolved,Misc,E,PSP,4.4
Psychonauts,Platform,T,PS2,8.6
ESPN NBA 2Night,Sports,E,PS2,6.9
Ford Mustang: The Legend Lives,Racing,E,XB,3
Freekstyle,Racing,E,GC,2.3
Monopoly Collection,Misc,E,Wii,8.5
Digimon Rumble Arena 2,Fighting,T,PS2,5.6
Dora the Explorer: Dora Saves the Crystal Kingdom,Misc,E,PS2,9.7
Dance on Broadway,Misc,E10,PS3,8.1
Learn Chess,Misc,E,DS,2.5
Shockwave Assault,Simulation,E,PS,9.9
Nobunaga's Ambition: Sphere of Influence - Ascension,Strategy,T,PS4,4.8
Ribbit King,Sports,E,PS2,5.8
Scooby-Doo! Who's Watching Who?,Adventure,E,DS,2.9
Space Invaders Extreme,Shooter,E,PSP,8.2
Alien Hominid,Shooter,T,GC,8.3
World Championship Poker 2: Featuring Howard Lederer,Misc,T,XB,8.2
Ultimate Mortal Kombat,Fighting,M,DS,7.3
Rapala Pro Bass Fishing 2010,Sports,E,PSP,7.6
Snood 2: On Vacation,Puzzle,E,DS,2.6
Carnival Games: Wild West 3D,Party,E10,3DS,2.4
Ninja Gaiden Black,Action,M,XB,9.5
Bogey: Dead 6,Simulation,E,PS,8.4
NCAA March Madness 08,Sports,E,PS3,3.4
Puyo Pop Fever (JP sales),Puzzle,E,DS,6
InuYasha: Secret of the Divine Jewel,Role-Playing,E10,DS,6.7
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),Strategy,E,PS2,6.8
Grand Ages: Medieval,Strategy,T,PS4,7.3
I Love Puppies,Simulation,E,DS,4.4
Driver: Renegade,Racing,M,3DS,3.5
Trivial Pursuit unhinged,Misc,T,XB,6
Beowulf: The Game,Action,M,PSP,6.9
Green Lantern: Rise of the Manhunters,Action,E10,Wii,5.5
Truth or Lies,Misc,T,PS3,2
The Revenge of Shinobi,Platform,E,GBA,1.5
Samurai Shodown Anthology,Fighting,T,PSP,4.4
Mind Quiz,Action,E,PSP,2.5
Bloody Roar 4,Fighting,M,PS2,6.1
Let's Ride! Silver Buckle Stables,Sports,E,PS2,9.5
Cabela's Big Game Hunter,Sports,T,GBA,1.8
I-Ninja,Platform,T,GC,7.2
Earth Defense Force 2: Invaders from Planet Space,Action,T,PSV,9.3
Alvin and the Chipmunks: Chipwrecked,Misc,E10,Wii,1.5
Dragon Tales: Dragon Seek,Platform,E,PS,7.4
Age of Empires II: The Age of Kings,Strategy,T,PC,9.3
Burnout Paradise: The Ultimate Box,Racing,E10,PC,2.8
Yourself Fitness,Sports,E,XB,6.2
Tak: The Great Juju Challenge,Platform,E,DS,6.4
Jimmie Johnson's Anything With an Engine,Racing,E10,X360,7.3
Generator Rex: Agent of Providence,Action,E10,Wii,4.4
Angry Birds: Star Wars,Puzzle,E,PSV,5.1
echochrome,Puzzle,E,PSP,7.6
Halo 2,Shooter,M,PC,6.9
NHL 2K8,Sports,E10,PS3,2.8
MotoGP 14,Racing,E,X360,1.3
Return Fire,Strategy,E,PS,8.4
Wild ARMs: Alter Code F,Role-Playing,T,PS2,7.2
Bomberman Max 2: Blue Advance,Puzzle,E,GBA,7.3
Castlevania: Lords of Shadow 2,Action-Adventure,M,X360,6.7
Kawasaki Quad Bikes,Racing,E,Wii,8.7
Alien Monster Bowling League,Sports,E10,Wii,6.2
Ben 10 Galactic Racing,Racing,E,PS3,1.3
Shrek SuperSlam,Action,E10,XB,2.8
Mimana Iyar Chronicle,Role-Playing,T,PSP,4.9
New Legends,Action,T,XB,1.5
Raiden Fighters Aces,Shooter,E10,X360,2.2
Total Overdose: A Gunslinger's Tale in Mexico,Shooter,M,PS2,2.8
Island Xtreme Stunts,Action,E,PS2,6.3
Hearts of Iron III,Strategy,E10,PC,7.9
Agassi Tennis Generation,Sports,E,PS2,7.7
Fighting Fantasy: The Warlock of Firetop Mountain,Role-Playing,T,DS,9.4
Metal Slug X,Shooter,T,PS,7.1
GripShift,Racing,E,PSP,7.1
Junior Mystery Quest,Puzzle,E,DS,5.2
Running Wild,Racing,E,PS,5.9
Invizimals: The Alliance,Action-Adventure,E10,PSV,8.6
Jenga World Tour,Misc,E,DS,2.8
Romance of the Three Kingdoms X,Strategy,T,PS2,2.6
Brigandine: The Legend of Forsena,Strategy,E,PS,7.7
MX SuperFly featuring Ricky Carmichael,Racing,E,GC,4.8
Disney's The Haunted Mansion,Platform,T,XB,8.7
American Truck Simulator,Simulation,E,PC,7.1
Bass Pro Shops: The Hunt,Sports,T,X360,1.4
Go Play: City Sports,Sports,E,Wii,2.6
The Daring Game for Girls,Adventure,E,Wii,7
FIFA 2001: Major League Soccer,Sports,E,PS2,1.1
Riviera: The Promised Land,Role-Playing,T,PSP,6
Skies of Arcadia,Role-Playing,T,DC,9.2
Toy Soldiers: War Chest,Action,T,PS4,9
NASCAR: Dirt to Daytona,Racing,E,GC,5.7
Road Trip,Racing,E,PS2,7
Challenge Me: Brain Puzzles 2,Puzzle,E,DS,5.6
Major League Baseball 2K11,Sports,E,DS,8.4
Tom Clancy's EndWar,Strategy,T,DS,4.5
Puchi Puchi Virus,Puzzle,E,DS,7.4
Animal Planet: Vet Life,Simulation,E,Wii,2
Top Gun: Firestorm Advance,Shooter,E,GBA,3.6
Wonder World Amusement Park,Misc,E,DS,4.8
NERF N-Strike: Double Blast Bundle,Shooter,E10,Wii,9.3
The Wolf Among Us,Adventure,M,PS3,7
Project Eden,Action,T,PS2,2.6
Persona 4 Arena Ultimax,Fighting,T,X360,7.2
Dark Souls Trilogy,Role-Playing,M,PS4,3.2
JASF: Jane's Advanced Strike Fighters,Simulation,T,X360,4.2
Def Jam Fight For NY: The Takeover,Action,M,PSP,8
Back to the Future: The Game,Adventure,T,PS3,9.8
Ghosthunter,Action,T,PS2,3.3
The Amazing Spider-Man (2012),Action-Adventure,T,WiiU,6
Last Rebellion,Role-Playing,T,PS3,4.8
Beyblade Evolution,Action,E,3DS,9
Hello Kitty's Cube Frenzy,Puzzle,E,PS,4.2
Lock's Quest,Strategy,E,DS,7.1
Legend of the Guardians: The Owls of Ga'Hoole,Action,E10,PS3,4.7
Obscure: The Aftermath,Adventure,M,PSP,6.5
Astro Boy: Omega Factor,Action,E,GBA,8.8
Spectral Force Genesis,Role-Playing,T,DS,5.9
Fullmetal Alchemist: Dual Sympathy,Role-Playing,T,DS,3.4
Brain Age: Concentration Training,Education,E,3DS,7.5
Tornado Outbreak,Action,E10,PS3,7.2
Import Tuner Challenge (American sales),Racing,E,X360,6.4
Rugby 2005,Sports,E,PS2,6.2
Batman Beyond: Return of the Joker,Action,E,N64,2
Castlevania Dracula X,Platform,E,SNES,7.1
Golden Nugget 64,Misc,E,N64,8.1
Robotron 64,Shooter,T,N64,3.3
V-Rally Edition 99,Racing,E,N64,5.3
Playmobil Circus,Action,E,Wii,9
Quantum Theory,Shooter,M,X360,2
NASCAR The Game: Inside Line,Racing,E,PS3,4.3
Tunnel B1,Shooter,E,PS,3.4
2-in-1 Game Pack: Spider-Man & Spider-Man 2,Platform,E,GBA,4.1
Scooby-Doo! Unmasked,Platform,E,DS,4.3
Porsche Challenge,Racing,E,PS,2.4
Space Chimps,Platform,E10,Wii,4.9
Sega Casino,Misc,T,DS,8.2
World Championship Games: A Track & Field Event,Sports,E,DS,6.7
Justice League Heroes,Role-Playing,E10,DS,3.7
Fishing Master World Tour,Sports,E,Wii,6.9
Scrabble,Misc,E,PSP,1.8
Soul Nomad & the World Eaters (JP sales),Role-Playing,T,PS2,7.3
Damnation,Shooter,M,PS3,3.6
Paragon,Action,T,PS4,4.4
Borderlands 2 VR,Shooter,M,PS4,6
Deadliest Catch: Sea of Chaos,Sports,E10,X360,5.4
Zoids Assault,Strategy,T,X360,5.2
Mystic Heroes,Action,T,GC,6.8
GRID: Autosport,Racing,E,X360,5.3
Defender,Shooter,T,XB,3.7
Dora's Big Birthday Adventure,Misc,E,DS,7.2
FIFA Street 3,Sports,E,DS,3.5
Cake Mania: Main Street,Simulation,E10,DS,2.1
Pillow Pets,Adventure,E,DS,1.2
Clockwork Knight,Platform,E,SAT,9.2
Viewtiful Joe: Red Hot Rumble,Action,T,PSP,9.6
Ratchet & Clank Future: Quest for Booty,Platform,E10,PSN,7.7
Freestyle Metal X,Racing,T,PS2,4.1
Karaoke Revolution Presents American Idol Encore 2,Misc,E10,X360,6
Pipe Mania,Puzzle,E,DS,8.8
Mahjong Cub3D,Puzzle,E,3DS,6.9
Summon Night 6: Lost Borders,Role-Playing,T,PS4,2
Dark Angel: Vampire Apocalypse,Role-Playing,T,PS2,4.6
Pro Evolution Soccer 2018,Sports,E,PS3,1.8
Star Wars: Empire at War - Gold Pack,Strategy,T,PC,7.1
Family GameShow,Misc,E,Wii,2.9
Life Is Strange: Before the Storm,Adventure,M,XOne,2.1
Dark Rose Valkyrie,Role-Playing,T,PS4,2.5
Atelier Totori: The Adventurer of Arland,Role-Playing,T,PSV,5.7
Remington Super Slam Hunting: Alaska,Sports,T,Wii,9.1
Supreme Commander,Strategy,E10,X360,5.7
Super Puzzle Fighter II,Puzzle,E,GBA,6.1
BlazBlue: Continuum Shift EXTEND,Fighting,T,PS3,4
Petz: Saddle Club,Simulation,E,PSP,1.7
Rock Band Country Track Pack 2,Misc,E10,Wii,3.2
Knights in the Nightmare,Role-Playing,T,PSP,8
Red Bull BC One,Misc,E,DS,4.1
Karaoke Revolution Presents American Idol Encore,Misc,E,PS3,2.2
Just Dance: Disney Party 2,Music,E,WiiU,6
Grand Theft Auto: Episodes from Liberty City,Action,M,PC,1.6
Transworld Snowboarding,Sports,T,XB,1.6
NFL Blitz 20-02,Sports,E,GC,4
R-Type Command,Strategy,E10,PSP,1.6
Sniper Elite,Shooter,M,XB,5.8
World Soccer Winning Eleven 8 International,Sports,E,XB,8
Duke Nukem 3D: 20th Anniversary World Tour,Shooter,M,PS4,10
Ski and Shoot,Sports,E,Wii,5.3
Black & White 2,Strategy,T,PC,9.3
Test Drive: Eve of Destruction,Racing,T,XB,5.4
Crimson Sea,Action,T,XB,8.4
ATV Drift & Tricks,Racing,E,PS4,9.5
The Mummy: Tomb of the Dragon Emperor,Adventure,T,DS,4.2
BIT.TRIP COMPLETE,Misc,E,Wii,8.1
The Weakest Link,Misc,E,PS,1
The Mummy: Tomb of the Dragon Emperor,Adventure,T,Wii,8.1
MLB Superstars,Sports,E,Wii,9.1
Jambo! Safari Animal Rescue,Simulation,E,Wii,2
Ikaruga,Shooter,E,GC,8
Ys I & II Chronicles,Role-Playing,T,PSP,6.4
Spider-Man: Edge of Time,Action,T,Wii,4.1
The Suffering: Ties That Bind,Action,M,XB,8.2
Game Hits!,Misc,E,DS,3.6
Nobunaga's Ambition: Iron Triangle,Strategy,E10,PS2,2.1
Dreamer Series: Teacher,Simulation,E,DS,7
Harvest Moon: Boy & Girl,Simulation,E,PSP,6.1
Attack on Titan 2,Action,M,XOne,7
El Tigre: The Adventures of Manny Rivera,Platform,E,DS,3.6
Exist Archive: The Other Side of the Sky,Role-Playing,T,PSV,8.1
The Bachelor: The Videogame,Misc,T,DS,1.6
Yoostar on MTV,Misc,T,X360,5.2
MLB 2K9 Fantasy All-Stars,Sports,E,DS,8.6
Shrek Smash n' Crash Racing,Racing,E,PSP,5.7
Battle Fantasia,Fighting,T,X360,7
Spectral Force 3,Role-Playing,T,X360,5.9
Digimon World 4,Role-Playing,E,GC,5.2
Brain Voyage,Puzzle,E,DS,9.9
Nickelodeon Kart Racers,Racing,E,PS4,5.3
Grand Kingdom,Role-Playing,T,PSV,3.5
Ford Racing 3,Racing,E,XB,9.9
Rock Band 3,Misc,E10,DS,8.5
MLB SlugFest Loaded,Sports,T,XB,9.3
Ty the Tasmanian Tiger 3: Night of the Quinkan,Action,E10,GC,6.2
The Ant Bully,Platform,E10,Wii,8.3
R: Racing Evolution,Racing,T,XB,9.9
Bionicle,Action,E,GBA,1.6
Henry Hatsworth in the Puzzling Adventure,Puzzle,E,DS,9.1
Nights of Azure,Role-Playing,T,PS4,1.9
Rugby 15,Sports,E,XOne,1.5
Karaoke Revolution,Misc,E,XB,3.5
Fire Pro Wrestling Returns,Fighting,T,PS2,7.1
Agatha Christie: Evil Under the Sun,Adventure,T,Wii,1.2
My Stop Smoking Coach: Allen Carr's EasyWay,Misc,E,DS,3.1
Jimmy Neutron: Boy Genius,Platform,E,GC,9.9
Puss in Boots,Misc,E10,PS3,1.4
Jumper: Griffin's Story,Action,T,Wii,6.1
NBA 2K18,Sports,E10,PS3,7
Rollcage Stage II,Racing,E,PS,2
Mutant Football League: Dynasty Edition,Sports,M,NS,8.4
Samurai Warriors 2: Xtreme Legends,Action,T,PS2,8.2
Invasion From Beyond,Shooter,E,PS,4.4
Crash Boom Bang!,Misc,E,DS,1.3
